css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href 2,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-146c3p1 href,css-1jxf684 href,css-1jxf684 5,css-1jxf684 href 2,css-1jxf684 6,css-1jxf684 8,css-175oi2r href 4,css-9pa8cd src 2,css-175oi2r href 5,css-175oi2r href 8,css-1jxf684 9,r-4qtqp9 src,css-146c3p1 2,css-1jxf684 10,r-4qtqp9 src 2,r-4qtqp9 src 3,css-1jxf684 11,css-1jxf684 12,css-1jxf684 13,css-1jxf684 14,css-1jxf684 15
https://x.com/koerz04,https://pbs.twimg.com/profile_images/503181266582134784/fMxnvbqt_bigger.jpeg,https://x.com/koerz04,kurniawan juga,@koerz04,·,https://x.com/koerz04/status/1148830865738199040/analytics,Follow ah mo jadi reseller,1,,,https://x.com/koerz04/status/1148830865738199040,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/zoewell13,https://pbs.twimg.com/profile_images/1743581136075501568/hqFpqusH_bigger.jpg,https://x.com/zoewell13,juwel,@zoewell13,·,https://x.com/zoewell13/status/1148950406581514240/analytics,Modelnya bisa liat dimana ?,1,,,https://x.com/zoewell13/status/1148950406581514240,10-Jul-19,,https://abs-0.twimg.com/emoji/v2/svg/270c.svg,,,,,,,,,,,,,,
https://x.com/Mahfudbali,https://pbs.twimg.com/profile_images/1760157311648284672/D7WQjdY8_bigger.jpg,https://x.com/Mahfudbali,Ganti nama,@Mahfudbali,·,https://x.com/Mahfudbali/status/1148912259017560064/analytics,Sertakan hrga bro,1,,,https://x.com/Mahfudbali/status/1148912259017560064,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/daniyusri_yusri,https://pbs.twimg.com/profile_images/1806315064926068736/7aut1r5v_bigger.jpg,https://x.com/daniyusri_yusri,moyus,@daniyusri_yusri,·,https://x.com/daniyusri_yusri/status/1149439868985958400/analytics,Terus berkarya,,,,https://x.com/daniyusri_yusri/status/1149439868985958400,12-Jul-19,,,,,,,,,,,,,,,,
https://x.com/Ilmy05009324,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Ilmy05009324,Ilmy,@Ilmy05009324,·,https://x.com/Ilmy05009324/status/1148865401675112448/analytics,Jaket berapaan mas,,,,https://x.com/Ilmy05009324/status/1148865401675112448,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/If4n2108,https://pbs.twimg.com/profile_images/1131928097991749636/Tzk8e-ix_bigger.jpg,https://x.com/If4n2108,If-4n,@If4n2108,·,https://x.com/If4n2108/status/1148884974726086657/analytics,Bang bisa folback?,,,,https://x.com/If4n2108/status/1148884974726086657,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/damai_negriku,https://pbs.twimg.com/profile_images/1139588658254630912/8DwY1jui_bigger.jpg,https://x.com/damai_negriku,Damai Negriku,@damai_negriku,·,https://x.com/damai_negriku/status/1148816826886791169/analytics,Minta nomor wa boss,,,,https://x.com/damai_negriku/status/1148816826886791169,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/ManMidun,https://pbs.twimg.com/profile_images/1418787045065908232/yhDGmDXP_bigger.jpg,https://x.com/ManMidun,Midun,@ManMidun,·,https://x.com/ManMidun/status/1148787457816530945/analytics,Link shoop buat liat model dan harga.,,,,https://x.com/ManMidun/status/1148787457816530945,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/SaveArchipelago,https://pbs.twimg.com/profile_images/1581099996417781760/JtSXW4U4_bigger.jpg,https://x.com/SaveArchipelago,Pembelajar Abadi,@SaveArchipelago,·,https://x.com/SaveArchipelago/status/1148766443887927296/analytics,Bang,,,@JackVardan,https://x.com/SaveArchipelago/status/1148766443887927296,10-Jul-19,,,,,,,,,,,,,,,,
,,,Postingan ini tidak tersedia.,Pelajari lebih lanjut,,,,,,,,,,,,,,,,,,,,,,,,
https://x.com/KBA61995359,https://pbs.twimg.com/profile_images/1068668296369598464/Oux4R1Pq_bigger.jpg,https://x.com/KBA61995359,KBA,@KBA61995359,·,https://x.com/KBA61995359/status/1148847109224857600/analytics,"kenalan dulu kang, lanjut dm ya...",,,,https://x.com/KBA61995359/status/1148847109224857600,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/Fauzan78910815,https://pbs.twimg.com/profile_images/1177228483790962688/eVFrM-jp_bigger.jpg,https://x.com/Fauzan78910815,Kedu_Lasha'ck,@Fauzan78910815,·,https://x.com/Fauzan78910815/status/1148788572226326528/analytics,"Mantab
Semoga laris manis",,,,https://x.com/Fauzan78910815/status/1148788572226326528,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/PrinceEdelweis,https://pbs.twimg.com/profile_images/1883501931068624896/ocgyEpuv_bigger.jpg,https://x.com/PrinceEdelweis,PenikmatSenja,@PrinceEdelweis,·,https://x.com/PrinceEdelweis/status/1148834099211063298/analytics,Promoin ke ok oce deh. Colek Mak @swullll,,,,https://x.com/PrinceEdelweis/status/1148834099211063298,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/LonTeaseTNegara,https://pbs.twimg.com/profile_images/1307694064771371008/yi5V91I1_bigger.jpg,https://x.com/LonTeaseTNegara,Pak Camat Nyapres 2024,@LonTeaseTNegara,·,https://x.com/LonTeaseTNegara/status/1148773724641873921/analytics,bagus tuh tasnya om,,,,https://x.com/LonTeaseTNegara/status/1148773724641873921,10-Jul-19,,https://abs-0.twimg.com/emoji/v2/svg/2733.svg,,,,,,,,,,,,,,
https://x.com/IrmawatiR3,https://pbs.twimg.com/profile_images/1639631138091327493/APpVYw6s_bigger.jpg,https://x.com/IrmawatiR3,IrmA,@IrmawatiR3,·,https://x.com/IrmawatiR3/status/1148778813020499971/analytics,"Sy follow ya, siapa tau nanti ada perlu.tks",,,,https://x.com/IrmawatiR3/status/1148778813020499971,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/Ahmad_Fat1h,https://pbs.twimg.com/profile_images/1890837513675370496/f9fY9tM-_bigger.jpg,https://x.com/Ahmad_Fat1h,Ahmad Fatur,@Ahmad_Fat1h,·,https://x.com/Ahmad_Fat1h/status/1148809102694350848/analytics,"Kawan2 seperjuangan, Ayo bersama Oposan02 dengan Produk Kulit Aslinya langsung Tampa Perantara",,,,https://x.com/Ahmad_Fat1h/status/1148809102694350848,10-Jul-19,,https://abs-0.twimg.com/emoji/v2/svg/261d.svg,,,,,,,,,,,,,,
https://x.com/MandorCarru,https://pbs.twimg.com/profile_images/1857245911451332608/nFRkYqbi_bigger.jpg,https://x.com/MandorCarru,Mandor Carru,@MandorCarru,·,https://x.com/MandorCarru/status/1149453061783339008/analytics,sidebag motor bisa ndak ?,,,,https://x.com/MandorCarru/status/1149453061783339008,12-Jul-19,,,,,,,,,,,,,,,,
https://x.com/BangsatBangsa,https://pbs.twimg.com/profile_images/1796708032573063168/iwlg8WXl_bigger.jpg,https://x.com/BangsatBangsa,qitmir,@BangsatBangsa,·,https://x.com/BangsatBangsa/status/1148758251267170305/analytics,foto ikat pinggangnya ada?,,,,https://x.com/BangsatBangsa/status/1148758251267170305,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/sumidi06,https://pbs.twimg.com/profile_images/1729719254243819520/krw82XMi_bigger.jpg,https://x.com/sumidi06,Abdul Khoir,@sumidi06,·,https://x.com/sumidi06/status/1148775201892528128/analytics,Jangan ikut,,,,https://x.com/sumidi06/status/1148775201892528128,10-Jul-19,,,,,,,,,,,,,,,,
,,,Tampilkan kemungkinan spam,,,,,,,,,,,,,,,,,,,,,,,,,
https://x.com/orchidpoison,https://pbs.twimg.com/profile_images/1949449205417984000/V9rMAPSm_bigger.jpg,https://x.com/orchidpoison,Bia,@orchidpoison,·,https://x.com/orchidpoison/status/1708741453462339989/analytics,kunci agar,16,227,kulit,https://x.com/orchidpoison/status/1708741453462339989,2 Okt 2023,131 rb,,,,,,,,,,,,,,,
https://x.com/hooplaa_,https://pbs.twimg.com/profile_images/1699649288215871489/cbZgqU5K_bigger.jpg,https://x.com/hooplaa_,kris,@hooplaa_,·,https://x.com/hooplaa_/status/1759558982526783558/analytics,TW //,51,260,Kulit,https://x.com/hooplaa_/status/1759558982526783558,19-Feb-24,133 rb,https://abs-0.twimg.com/emoji/v2/svg/1f616.svg,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638449502750408705/analytics,Sentra,Kulit,Garut,.,https://x.com/ismailfahmi/status/1638449502750408705,22-Mar-23,Produk,,,,,,,,,,,,,,,
https://x.com/skinsofun,https://pbs.twimg.com/profile_images/1576410562757791750/388vAu20_bigger.jpg,https://x.com/skinsofun,chan,@skinsofun,·,https://x.com/skinsofun/status/1536279587885563904/analytics,Body Lotion yang lagi viral se-antereo sosmed,150,3 rb,kulit,https://x.com/skinsofun/status/1536279587885563904,13-Jun-22,,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,,,,,,,,,,,,,,
https://x.com/walian76,https://pbs.twimg.com/profile_images/1490899179840806913/sl4ZqRxB_bigger.jpg,https://x.com/walian76,walian76,@walian76,·,https://x.com/walian76/status/1148639462605254656/analytics,Saya pengrajin dari,78,326,produk,https://x.com/walian76/status/1148639462605254656,10-Jul-19,,,,,,,,,,,,,,,,
,,,Sedang hangat dibicarakan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sedang tren dalam topik Korea Selatan,nfc키링,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sedang tren dalam topik Korea Selatan,웨스팅하우스,2.042 postingan,,,,,,,,,,,,,,,,,,,,,,,
,,,Sedang tren dalam topik Korea Selatan,밋앤그릿,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sedang tren dalam topik Korea Selatan,압수수색,7.715 postingan,,,,,,,,,,,,,,,,,,,,,,,
https://x.com/explore/tabs/for-you,,,Tampilkan lebih banyak,,,,,,,,,,,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,"Sentra Kulit Garut 

Keren banget ini Garut. Produk kulit kualitasnya bagus, pengerjaan rapi, ringan, motif beragam dan uptodate. 

Ini jaket kulit tapi ndak seperti kulit. Kalau dikasih cap Adidas, Balenciaga,  atau LV, harganya bisa naik 100x lipat.",https://x.com/ismailfahmi/status/1638449502750408705/photo/1,2.56 PM · 22 Mar 2023,52,219,Balas,,,·,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638454745001246720/analytics,"Sepatu kulit motif kulit ""pohon"". Enak dipakai, ringan, kuat, murah sekira seperempat harga di mall, semoga awet. 

Bangga pakai sepatu kulit Garut.",6,5,,https://x.com/ismailfahmi/status/1638454745001246720,22-Mar-23,,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638456453446119424/analytics,Borong sandal kulit 50k buat tamu dari kantor ke masjid.,13 rb,,2,https://x.com/ismailfahmi/status/1638456453446119424,22-Mar-23,3,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638458889770520576/analytics,"Kulit premiumnya halusss, ringan, tipis, kuat. Karena ndak ada kombinasi yang pas, jadinya pesan custom.",14 rb,,6,https://x.com/ismailfahmi/status/1638458889770520576,22-Mar-23,5,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638458889770520576/analytics,"Kulit premiumnya halusss, ringan, tipis, kuat. Karena ndak ada kombinasi yang pas, jadinya pesan custom.",14 rb,0:29,6,https://x.com/ismailfahmi/status/1638458889770520576,22-Mar-23,5,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638713891449630721/analytics,"Oh iya, lokasinya di sini.",3,11,,https://x.com/ismailfahmi/status/1638713891449630721,23-Mar-23,8 rb,,,,,,,,,,,,,,,
https://x.com/writerfreax,https://pbs.twimg.com/profile_images/1747381768846721024/mnqrsOzp_bigger.jpg,https://x.com/writerfreax,writerfreax,@writerfreax,·,https://x.com/writerfreax/status/1638463788675657729/analytics,Kalau jual di mp banyak ya kW harus tau toko mana yg jual produk ori,4 rb,,2,https://x.com/writerfreax/status/1638463788675657729,22-Mar-23,3,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638464512612524033/analytics,Nah ini penting,1,,,https://x.com/ismailfahmi/status/1638464512612524033,22-Mar-23,4 rb,,,,,,,,,,,,,,,
https://x.com/cecepumar,https://pbs.twimg.com/profile_images/1355698796064174085/6ICFtaoP_bigger.jpg,https://x.com/cecepumar,Cecep Umar Farouq,@cecepumar,·,https://x.com/cecepumar/status/1638450277992009729/analytics,Lagi d sukaregang mas?,3 rb,,1,https://x.com/cecepumar/status/1638450277992009729,22-Mar-23,3,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638454817097158656/analytics,"Iyes, baru sls.",1,,,https://x.com/ismailfahmi/status/1638454817097158656,22-Mar-23,3 rb,,,,,,,,,,,,,,,
https://x.com/jangahmad_,https://pbs.twimg.com/profile_images/1788509050403221504/KzK2oOnP_bigger.jpg,https://x.com/jangahmad_,Jang Ahmad,@jangahmad_,·,https://x.com/jangahmad_/status/1638464991933390848/analytics,Gimana mas perjalanan ke Garutnya?,3 rb,,1,https://x.com/jangahmad_/status/1638464991933390848,22-Mar-23,1,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638470988550803457/analytics,Wisata alamnya bagus,1,,,https://x.com/ismailfahmi/status/1638470988550803457,22-Mar-23,3 rb,https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg,,,,,,,,,,,,,,
https://x.com/sunglaklak,https://pbs.twimg.com/profile_images/1858398377668714496/nesQtEdY_bigger.jpg,https://x.com/sunglaklak,kukurucinguknguk,@sunglaklak,·,https://x.com/sunglaklak/status/1638466727553142784/analytics,Kulit asli apa sintetis ni om? Kok sendal 50k,6 rb,,2,https://x.com/sunglaklak/status/1638466727553142784,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638458889770520576/analytics,"Kulit premiumnya halusss, ringan, tipis, kuat. Karena ndak ada kombinasi yang pas, jadinya pesan custom.",14 rb,0:03 / 0:32,6,https://x.com/ismailfahmi/status/1638458889770520576,22-Mar-23,5,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638471756448141312/analytics,Asli. Kalau jadi kerupuk lebih murah lagi,5 rb,,1,https://x.com/ismailfahmi/status/1638471756448141312,22-Mar-23,,,,,,,,,,,,,,,,
https://x.com/faridism,https://pbs.twimg.com/profile_images/1855504842825035776/8-PvQ_kP_bigger.jpg,https://x.com/faridism,keep the faith,@faridism,·,https://x.com/faridism/status/1638484197617844224/analytics,Jaket gini kena berapa mas ?,2 rb,,1,https://x.com/faridism/status/1638484197617844224,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638513181181247488/analytics,"1,3jt blm ditawar.",3,,,https://x.com/ismailfahmi/status/1638513181181247488,22-Mar-23,2 rb,,,,,,,,,,,,,,,
https://x.com/Small12Forward,https://pbs.twimg.com/profile_images/1804927763260022784/wSk7JCTG_bigger.jpg,https://x.com/Small12Forward,xx.lvx.lv%,@Small12Forward,·,https://x.com/Small12Forward/status/1638540222777675776/analytics,"Mas bukan mau salty

Pas foto gaya gini apa yg dipikirkan ?",4 rb,,1,https://x.com/Small12Forward/status/1638540222777675776,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638555873609142272/analytics,Mikir besok sahur menunya apa ya?,3 rb,,1,https://x.com/ismailfahmi/status/1638555873609142272,22-Mar-23,1,https://abs-0.twimg.com/emoji/v2/svg/1f600.svg,,,,,,,,,,,,,,
https://x.com/KangScroll,https://pbs.twimg.com/profile_images/1144284186125066241/KN7_FGut_bigger.jpg,https://x.com/KangScroll,,@KangScroll,·,https://x.com/KangScroll/status/1638450836224503809/analytics,Iya kulitnya tebel banget sampe nonjol di area perut,6 rb,,1,https://x.com/KangScroll/status/1638450836224503809,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638455447085785091/analytics,Ini kulit perut yg tebel,6 rb,,1,https://x.com/ismailfahmi/status/1638455447085785091,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ali1only,https://pbs.twimg.com/profile_images/378800000331681019/ff414e47117411ec15601085635672a1_bigger.jpeg,https://x.com/ali1only,ali syamsudin,@ali1only,·,https://x.com/ali1only/status/1638459932726132737/analytics,Kalo bukak di market place lebih afdhol soale jauh kalo ke pergi ke garut,7 rb,,5,https://x.com/ali1only/status/1638459932726132737,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638462705463099392/analytics,Ada kayaknya. Td ada yg packing buat dikirim jg,7 rb,,1,https://x.com/ismailfahmi/status/1638462705463099392,22-Mar-23,1,,,,,,,,,,,,,,,
https://x.com/DediSur34022821,https://pbs.twimg.com/profile_images/1589820904443301889/brhTlnBz_bigger.jpg,https://x.com/DediSur34022821,D3SUR,@DediSur34022821,·,https://x.com/DediSur34022821/status/1638541043225464832/analytics,Cuma klo sekarang perjalanan Bandung garut Rasa off-road..mulai kadungora sd tarogong,2 rb,,1,https://x.com/DediSur34022821/status/1638541043225464832,22-Mar-23,,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638713140979576832/analytics,Iya ini parah jalannya.,1,,,https://x.com/ismailfahmi/status/1638713140979576832,23-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/mziadz,https://pbs.twimg.com/profile_images/720090946503770112/uC0PmfM5_bigger.jpg,https://x.com/mziadz,Ziad,@mziadz,·,https://x.com/mziadz/status/1638504546178854913/analytics,Bisikin nama tokonya pak,3 rb,,2,https://x.com/mziadz/status/1638504546178854913,22-Mar-23,,https://abs-0.twimg.com/emoji/v2/svg/1f64f-1f3fc.svg,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638713302783229952/analytics,"Lupa, itu di pasarnya, sentra kulit. Keliling2 aja nyari yg cocok",1,2,,https://x.com/ismailfahmi/status/1638713302783229952,23-Mar-23,2 rb,,,,,,,,,,,,,,,
https://x.com/astrianee,https://pbs.twimg.com/profile_images/1615357827811545089/J3CPDcQQ_bigger.jpg,https://x.com/astrianee,nadia,@astrianee,·,https://x.com/astrianee/status/1638726329674891264/analytics,"Tapi ini limbahnya bikin istighfar. Apalagi karena masuknya UMKM, blass aja kaya ngga ada kewajiban pengelolaan limbahnya padahal mah. 
Ya ngga bisa disalahin seluruhnya ke pedagang juga, yg bertugas membinanya aja suka lepas tangan dan merasa cukup dengan sosialisasi.",1,1,,https://x.com/astrianee/status/1638726329674891264,23-Mar-23,661,,,,,,,,,,,,,,,
https://x.com/iamsule,https://pbs.twimg.com/profile_images/1025321100/pas_bigger.jpg,https://x.com/iamsule,Ahmad Sulaeman,@iamsule,·,https://x.com/iamsule/status/1638520910532722689/analytics,Jaket kulitnya juga tahan lama. Punya sy dan keluarga sdh lebih dari 10 tahun masih bagus.,1,,,https://x.com/iamsule/status/1638520910532722689,22-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/fdkfsrh,https://pbs.twimg.com/profile_images/1747328800227311616/SBrX2rlj_bigger.jpg,https://x.com/fdkfsrh,fadi al kafisah,@fdkfsrh,·,https://x.com/fdkfsrh/status/1638579000602935297/analytics,Otw @_rainskincare,1,,,https://x.com/fdkfsrh/status/1638579000602935297,22-Mar-23,593,,,,,,,,,,,,,,,
https://x.com/AhmadMuhtar_98,https://pbs.twimg.com/profile_images/1616300076833595392/cKAjjiYx_bigger.jpg,https://x.com/AhmadMuhtar_98,Ahmad Muhtar,@AhmadMuhtar_98,·,https://x.com/AhmadMuhtar_98/status/1638797628954808320/analytics,"keren bang,, dah 2 kali beli Jaket di situ (sukaregang),, asli dan keren, jaket kulit domba asli",1,,,https://x.com/AhmadMuhtar_98/status/1638797628954808320,23-Mar-23,290,https://abs-0.twimg.com/emoji/v2/svg/1f60e.svg,,,,,,,,,,,,,,
https://x.com/laniseptiawati,https://pbs.twimg.com/profile_images/1012519051568898048/wyZiXcM1_bigger.jpg,https://x.com/laniseptiawati,Lani Septiawati,@laniseptiawati,·,https://x.com/laniseptiawati/status/1638830354634276870/analytics,"Garut, kulit nya bnyk yg berkwalitas, model jg bnyk menyerap trend, harga wajar, tinggal detail produk di ""sentuh"" lebih spesifik, udah mantap pisan.",1,,,https://x.com/laniseptiawati/status/1638830354634276870,23-Mar-23,283,,,,,,,,,,,,,,,
https://x.com/aray__raya,https://pbs.twimg.com/profile_images/1708334100917219328/5iPdIrPp_bigger.jpg,https://x.com/aray__raya,ARAY,@aray__raya,·,https://x.com/aray__raya/status/1638579975271104513/analytics,"Betapa berpengaruhnya IP, bukan soal kualitas saja.",,,,https://x.com/aray__raya/status/1638579975271104513,22-Mar-23,626,,,,,,,,,,,,,,,
https://x.com/aptisk10,https://pbs.twimg.com/profile_images/1943098095795118080/uuOdkltF_bigger.jpg,https://x.com/aptisk10,Tisk,@aptisk10,·,https://x.com/aptisk10/status/1638485791805677568/analytics,Tetep ketahuan mas. Beda.,,,,https://x.com/aptisk10/status/1638485791805677568,22-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/UwaisAtha,https://pbs.twimg.com/profile_images/1633305724167282689/CFYI47DN_bigger.jpg,https://x.com/UwaisAtha,Uwais Atha,@UwaisAtha,·,https://x.com/UwaisAtha/status/1638845660807168000/analytics,tase,,,,https://x.com/UwaisAtha/status/1638845660807168000,23-Mar-23,57,,,,,,,,,,,,,,,
https://x.com/duitrakjat,https://pbs.twimg.com/profile_images/1649308710207119365/xu_zvxts_bigger.jpg,https://x.com/duitrakjat,,@duitrakjat,·,https://x.com/duitrakjat/status/1638587204443467776/analytics,"Mas, lokasinya Garut mana ya??",,,,https://x.com/duitrakjat/status/1638587204443467776,23-Mar-23,571,https://abs-0.twimg.com/emoji/v2/svg/1f4b8.svg,,,,,,,,,,,,,,
https://x.com/3Cahyono_,https://pbs.twimg.com/profile_images/1219791433470705666/p0MEgp2J_bigger.jpg,https://x.com/3Cahyono_,Pendodol Omongan,@3Cahyono_,·,https://x.com/3Cahyono_/status/1638712289951125505/analytics,Piroan moas?,,,,https://x.com/3Cahyono_/status/1638712289951125505,23-Mar-23,369,,,,,,,,,,,,,,,
https://x.com/doublelya12,https://pbs.twimg.com/profile_images/1810367097706524674/o6zn8w6r_bigger.jpg,https://x.com/doublelya12,Doublelya12,@doublelya12,·,https://x.com/doublelya12/status/1639035001772867585/analytics,"Tapi kata warga garut jalannya rusak pa, hehe",,,,https://x.com/doublelya12/status/1639035001772867585,24-Mar-23,185,,,,,,,,,,,,,,,
https://x.com/mpsap__,https://pbs.twimg.com/profile_images/1934915781072207872/xvgZ8He0_bigger.jpg,https://x.com/mpsap__,Apin,@mpsap__,·,https://x.com/mpsap__/status/1638672920800276480/analytics,"Di balik indahnya industri kulit di Garut,pengolahan limbahnya amburadul.",,,,https://x.com/mpsap__/status/1638672920800276480,23-Mar-23,460,https://abs-0.twimg.com/emoji/v2/svg/2716.svg,,,,,,,,,,,,,,
https://x.com/FeryMohamad08,https://pbs.twimg.com/profile_images/1117758466930569217/3xWMSU8e_bigger.jpg,https://x.com/FeryMohamad08,Fery Mohamad,@FeryMohamad08,·,https://x.com/FeryMohamad08/status/1638476873842954240/analytics,Garut the best pokoknya,,,,https://x.com/FeryMohamad08/status/1638476873842954240,22-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/lemak__jenuh,https://pbs.twimg.com/profile_images/1958150152386215936/2TjkFCt__bigger.jpg,https://x.com/lemak__jenuh,D E J R,@lemak__jenuh,·,https://x.com/lemak__jenuh/status/1638807430753837056/analytics,Ada marketplacenya kah?,1,,,https://x.com/lemak__jenuh/status/1638807430753837056,23-Mar-23,139,,,,,,,,,,,,,,,
https://x.com/kang_opit,https://pbs.twimg.com/profile_images/1788235560425025536/ykC-Tsdi_bigger.jpg,https://x.com/kang_opit,The Dzikr 4.0,@kang_opit,·,https://x.com/kang_opit/status/1638803522253889539/analytics,Deket rumah ini mas,,,,https://x.com/kang_opit/status/1638803522253889539,23-Mar-23,98,https://abs-0.twimg.com/emoji/v2/svg/1f1ee-1f1e9.svg,,,,,,,,,,,,,,
