x1i10hfl href,x193iq5w,xdj266r,xz74otr src 2,x1lliihq,x1i10hfl 2,x1i10hfl href 5
https://www.facebook.com/erna.septiani.52090?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzE3NzQzNzIxODY0OTAxMTI%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Enaa,Sbrh eta th burayot Hyng lah,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1774372186490112&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/vinda.wulandari.31?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzE2MjEzNTAzMTUyMjUwNTQ%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,https://static.xx.fbcdn.net/rsrc.php/v4/y9/r/Z-dbClQDXLv.png?_nc_eui2=AeGgy9eemZWGA7pWvO-I5iVKHt-8970zicke37z3vTOJyRbM_4uvYJUNp9lcZAGY7PN2soyrtV7l8u-Peg3CpYsi,Vinda Wulandari,Sbrhaan,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1621350315225054&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/poetri.wulandari.175869?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzYyNzQ1MTgyMzc5NTM1Ng%3D%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,https://static.xx.fbcdn.net/rsrc.php/v4/yn/r/RspGykINsgP.png?_nc_eui2=AeFciBvXAH5tXbTerD7koL_yMje_Ho54lpkyN78ejniWmZtNFvbD7IRaQAwCWpl5DvOu_XUvxow8c73O7yZ7bovL,Poetri Wulandari,Burayot apa ka,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=627451823795356&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,Ikuti
https://www.facebook.com/profile.php?id=100092896965801&comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzczNDEzMTQzODk3MzYzMg%3D%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,https://static.xx.fbcdn.net/rsrc.php/v4/y9/r/Z-dbClQDXLv.png?_nc_eui2=AeGgy9eemZWGA7pWvO-I5iVKHt-8970zicke37z3vTOJyRbM_4uvYJUNp9lcZAGY7PN2soyrtV7l8u-Peg3CpYsi,Aniera Vivi,Wah mantap kak,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=734131438973632&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/moms.aida.3?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzEyMjUyMDcyODI0MjYzMDc%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Handayani,Enak ya itu ka,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1225207282426307&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,Ikuti
https://www.facebook.com/profile.php?id=61575709533322&comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzI3NTEzMDc4ODUwNTkyMDQ%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Nene Dita,Kanggo kamana itu burayotneng?,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=2751307885059204&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/iis.ratbasih.ratnasih?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzE3Mjc0OTM5Nzc4OTI5Njk%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Iis Ratbasih Ratnasih,Wah mantap bund itu burayot na di ical bund,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1727493977892969&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/profile.php?id=100013920815987&comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzIwOTEwOTQ0MjEzMDE5MjY%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Ina Shusant,aku blum prnah makan burayot bun.. penasaran rasanya kayak gmna,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=2091094421301926&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/alya.raishinta?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzQxMjQ5MzM3NDc3NDMzODY%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Alya Raisa Permana,Yumi yumi,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=4124933747743386&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,Ikuti
https://www.facebook.com/dindagoyenklagiee.jouraghanspedhajiyengkie?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzExNjg2OTMwNDUwNjU2NzM%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Esti Suryani,Isinya apa itu bun?,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1168693045065673&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/sannii.adityasandy?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzE0Mzc1MTM4MjA3NzIyMzk%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Sannii AdityaSandy,Weenakk,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=1437513820772239&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,Ikuti
https://www.facebook.com/profile.php?id=61566480186668&comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzcwODE4MjEzMjEyMTAwMA%3D%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Iis Isnawati,Mantul tteh,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=708182132121000&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
https://www.facebook.com/wulanvi.wulanvi?comment_id=Y29tbWVudDozOTY1OTEzNDQzNjczNzEwXzYwODMxMjIwNTY0MzAyMg%3D%3D&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,,Wulanvi,enak kk,7 minggu,https://www.facebook.com/sittie.santrisaadah/posts/pfbid02Dj7cWSHY5Uk4agunB4qMNxtvPmhEHRAR5DrnWMEWHBvhPihjWvxMGXYDQhrEHTztl?comment_id=608312205643022&__cft__[0]=AZXCfhEs4CezK2zQ1lbInJQAlkE_LY9zEVw1IvsVKIiSEwgoJJkNhRjAj_gqD8yGUaUrUtpkOcsljjwTlSnYdC3_coCRrWRrTe34S5mTOtN6jqfyMEap085zzo2uEXAz-4vOT4SIN4RcWdwng7wRBdxA7otMQa8-e9eedTZXy8z4fw&__tn__=R]-R,
x1i10hfl href,x193iq5w,xdj266r,xz74otr src,x1i10hfl,x1i10hfl href 3,html-span src
https://www.facebook.com/profile.php?id=61571857725284&comment_id=Y29tbWVudDo2ODkyNDkzODQwNzY4NzJfNzQxNTk5MzM4NTU0NDYw&__tn__=R,Sifa Safira,Ihhhhhh,https://static.xx.fbcdn.net/images/emoji.php/v9/tc8/1/16/1faf5.png,9 minggu,https://www.facebook.com/reel/1435272954555939/?comment_id=741599338554460&__tn__=R,"data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.5'/%3E%3Cpath d='M7.3014 3.8662a.6974.6974 0 0 1 .6974-.6977c.6742 0 1.2207.5465 1.2207 1.2206v1.7464a.101.101 0 0 0 .101.101h1.7953c.992 0 1.7232.9273 1.4917 1.892l-.4572 1.9047a2.301 2.301 0 0 1-2.2374 1.764H6.9185a.5752.5752 0 0 1-.5752-.5752V7.7384c0-.4168.097-.8278.2834-1.2005l.2856-.5712a3.6878 3.6878 0 0 0 .3893-1.6509l-.0002-.4496ZM4.367 7a.767.767 0 0 0-.7669.767v3.2598a.767.767 0 0 0 .767.767h.767a.3835.3835 0 0 0 .3835-.3835V7.3835A.3835.3835 0 0 0 5.134 7h-.767Z' fill='%23fff'/%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(90 .0005 8) scale(7.99958)'%3E%3Cstop offset='.5618' stop-color='%230866FF' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%230866FF' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5257 10.9237) scale(10.1818)'%3E%3Cstop offset='.3143' stop-color='%2302ADFC'/%3E%3Cstop offset='1' stop-color='%2302ADFC' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.3989' y1='2.3999' x2='13.5983' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%2302ADFC'/%3E%3Cstop offset='.5' stop-color='%230866FF'/%3E%3Cstop offset='1' stop-color='%232B7EFF'/%3E%3C/linearGradient%3E%3C/defs%3E%3C/svg%3E"
https://www.facebook.com/jo.rad.334?comment_id=Y29tbWVudDo2ODkyNDkzODQwNzY4NzJfMjI5MTMwNzY5Nzk5MjQ1MQ%3D%3D&__tn__=R,Jo Pot Pecah,Pake tepung ketan,,9 minggu,https://www.facebook.com/reel/1435272954555939/?comment_id=2291307697992451&__tn__=R,"data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.5'/%3E%3Cpath d='M7.3014 3.8662a.6974.6974 0 0 1 .6974-.6977c.6742 0 1.2207.5465 1.2207 1.2206v1.7464a.101.101 0 0 0 .101.101h1.7953c.992 0 1.7232.9273 1.4917 1.892l-.4572 1.9047a2.301 2.301 0 0 1-2.2374 1.764H6.9185a.5752.5752 0 0 1-.5752-.5752V7.7384c0-.4168.097-.8278.2834-1.2005l.2856-.5712a3.6878 3.6878 0 0 0 .3893-1.6509l-.0002-.4496ZM4.367 7a.767.767 0 0 0-.7669.767v3.2598a.767.767 0 0 0 .767.767h.767a.3835.3835 0 0 0 .3835-.3835V7.3835A.3835.3835 0 0 0 5.134 7h-.767Z' fill='%23fff'/%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(90 .0005 8) scale(7.99958)'%3E%3Cstop offset='.5618' stop-color='%230866FF' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%230866FF' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5257 10.9237) scale(10.1818)'%3E%3Cstop offset='.3143' stop-color='%2302ADFC'/%3E%3Cstop offset='1' stop-color='%2302ADFC' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.3989' y1='2.3999' x2='13.5983' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%2302ADFC'/%3E%3Cstop offset='.5' stop-color='%230866FF'/%3E%3Cstop offset='1' stop-color='%232B7EFF'/%3E%3C/linearGradient%3E%3C/defs%3E%3C/svg%3E"
https://www.facebook.com/profile.php?id=100089066028045&comment_id=Y29tbWVudDo2ODkyNDkzODQwNzY4NzJfMTc3Nzc2MDk5MzE1OTYxNg%3D%3D&__tn__=R,Nadia,udah bang cape gue,https://static.xx.fbcdn.net/images/emoji.php/v9/t40/1/16/1f62d.png,9 minggu,https://www.facebook.com/reel/1435272954555939/?comment_id=1777760993159616&__tn__=R,"data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cg clip-path='url(%23clip0_15251_63610)'%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M15.9973 7.9992c0 4.4178-3.5811 7.9992-7.9987 7.9992C3.5811 15.9984 0 12.417 0 7.9992S3.5811 0 7.9986 0c4.4176 0 7.9987 3.5814 7.9987 7.9992Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.8'/%3E%3Cpath d='M12.5278 8.1957c.4057.1104.6772.4854.623.9024-.3379 2.6001-2.5167 4.9012-5.1542 4.9012s-4.8163-2.3011-5.1542-4.9012c-.0542-.417.2173-.792.623-.9024.8708-.237 2.5215-.596 4.5312-.596 2.0098 0 3.6605.359 4.5312.596Z' fill='%234B280E'/%3E%3Cpath d='M11.5809 12.3764c-.9328.9843-2.1948 1.6228-3.5841 1.6228-1.3892 0-2.6512-.6383-3.5839-1.6225a1.5425 1.5425 0 0 0-.016-.0174c.4475-1.0137 2.2-1.3599 3.5999-1.3599 1.4 0 3.1514.3468 3.5998 1.3599l-.0157.0171Z' fill='url(%23paint3_linear_15251_63610)'/%3E%3Cpath fill-rule='evenodd' clip-rule='evenodd' d='M13.3049 5.8793c.1614-1.1485-.6387-2.2103-1.7872-2.3717l-.0979-.0138c-1.1484-.1614-2.2103.6388-2.3717 1.7872l-.0163.1164a.5.5 0 0 0 .9902.1392l.0163-.1164c.0846-.6016.6408-1.0207 1.2424-.9362l.0978.0138c.6016.0845 1.0207.6407.9362 1.2423l-.0164.1164a.5.5 0 0 0 .9903.1392l.0163-.1164ZM2.6902 5.8793c-.1614-1.1485.6387-2.2103 1.7872-2.3717l.0979-.0138c1.1484-.1614 2.2103.6388 2.3717 1.7872l.0164.1164a.5.5 0 1 1-.9903.1392l-.0163-.1164c-.0846-.6016-.6408-1.0207-1.2423-.9362l-.098.0138c-.6015.0845-1.0206.6407-.936 1.2423l.0163.1164a.5.5 0 0 1-.9902.1392l-.0164-.1164Z' fill='%231C1C1D'/%3E%3C/g%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='matrix(0 7.9992 -7.99863 0 7.9986 7.9992)'%3E%3Cstop offset='.5637' stop-color='%23FF5758' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%23FF5758' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5272 10.9202) scale(10.1818)'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23FFF287' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.396' y1='2.3999' x2='13.5954' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23F68628'/%3E%3C/linearGradient%3E%3ClinearGradient id='paint3_linear_15251_63610' x1='5.1979' y1='10.7996' x2='5.245' y2='14.2452' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FF60A4'/%3E%3Cstop offset='.2417' stop-color='%23FA2E3E'/%3E%3Cstop offset='1' stop-color='%23BC0A26'/%3E%3C/linearGradient%3E%3CclipPath id='clip0_15251_63610'%3E%3Cpath fill='%23fff' d='M-.002 0h16v15.9992h-16z'/%3E%3C/clipPath%3E%3C/defs%3E%3C/svg%3E"
